distance_plan_m,easting_epsg25832,northing_epsg25832,raw_dgm_nhn_m,model_nhn_m,bridge_estimated
823.95152,353580.39864,5578225.82974,584.87824,584.87741,0.00000
825.95140,353578.56579,5578226.62748,584.80262,584.80221,0.00000
827.95128,353576.72151,5578227.39964,584.72506,584.72602,0.00000
829.95116,353574.86701,5578228.14860,584.65355,584.64745,0.00000
831.95104,353573.00350,5578228.87673,584.56459,584.56390,0.00000
833.95093,353571.13218,5578229.58641,584.47123,584.48203,0.00000
835.95081,353569.25426,5578230.28003,584.40988,584.40984,0.00000
837.95069,353567.37095,5578230.95995,584.33934,584.34598,0.00000
839.95057,353565.48345,5578231.62856,584.29048,584.28771,0.00000
841.95046,353563.59294,5578232.28816,584.22735,584.23187,0.00000
843.95034,353561.69989,5578232.93948,584.18332,584.17481,0.00000
845.95022,353559.80414,5578233.58183,584.11436,584.11024,0.00000
847.95010,353557.90550,5578234.21443,584.03457,584.04132,0.00000
849.94999,353556.00376,5578234.83652,583.97523,583.97676,0.00000
851.94987,353554.09873,5578235.44732,583.91836,583.91489,0.00000
853.94975,353552.19022,5578236.04607,583.85230,583.84935,0.00000
855.94963,353550.27802,5578236.63200,583.78079,583.77852,0.00000
857.94951,353548.36195,5578237.20434,583.70207,583.70575,0.00000
859.94940,353546.44181,5578237.76232,583.63539,583.63500,0.00000
861.94928,353544.51740,5578238.30518,583.56489,583.56581,0.00000
863.94916,353542.58853,5578238.83215,583.49989,583.49531,0.00000
865.94904,353540.65501,5578239.34246,583.42038,583.42208,0.00000
867.94893,353538.71668,5578239.83544,583.34569,583.35032,0.00000
869.94881,353536.77371,5578240.31098,583.28530,583.28162,0.00000
871.94869,353534.82632,5578240.76908,583.21205,583.21180,0.00000
873.94857,353532.87473,5578241.20978,583.13991,583.14034,0.00000
875.94846,353530.91918,5578241.63310,583.06943,583.06817,0.00000
877.94834,353528.95988,5578242.03907,582.99669,582.99406,0.00000
879.94822,353526.99708,5578242.42770,582.91383,582.91992,0.00000
881.94810,353525.03099,5578242.79903,582.84991,582.85026,0.00000
883.94798,353523.06185,5578243.15307,582.78360,582.78433,0.00000
885.94787,353521.08988,5578243.48986,582.71755,582.72116,0.00000
887.94775,353519.11531,5578243.80942,582.66346,582.65984,0.00000
889.94763,353517.13839,5578244.11248,582.59775,582.59583,0.00000
891.94751,353515.15943,5578244.40104,582.53033,582.52623,0.00000
893.94740,353513.17872,5578244.67720,582.45398,582.45010,0.00000
895.94728,353511.19656,5578244.94308,582.36533,582.37068,0.00000
897.94716,353509.21326,5578245.20081,582.29656,582.29254,0.00000
899.94704,353507.22912,5578245.45249,582.20914,582.21710,0.00000
901.94693,353505.24444,5578245.70025,582.14639,582.14824,0.00000
903.94681,353503.25952,5578245.94620,582.08493,582.08467,0.00000
905.94669,353501.27464,5578246.19224,582.02187,582.02239,0.00000
907.94657,353499.28986,5578246.43885,581.96096,581.95997,0.00000
909.94645,353497.30516,5578246.68589,581.89761,581.89665,0.00000
911.94634,353495.32053,5578246.93323,581.82964,581.83483,0.00000
913.94622,353493.33595,5578247.18075,581.77407,581.77952,0.00000
915.94610,353491.35141,5578247.42831,581.73609,581.72826,0.00000
917.94598,353489.36688,5578247.67579,581.66932,581.67609,0.00000
919.94587,353487.38235,5578247.92306,581.62579,581.62709,0.00000
921.94575,353485.39780,5578248.16999,581.58365,581.58050,0.00000
923.94563,353483.41322,5578248.41644,581.53332,581.53042,0.00000
925.94551,353481.42859,5578248.66230,581.47796,581.47476,0.00000
927.94540,353479.44389,5578248.90744,581.41293,581.41625,0.00000
929.94528,353477.45910,5578249.15171,581.35821,581.35953,0.00000
931.94516,353475.47422,5578249.39500,581.30792,581.30353,0.00000
933.94504,353473.48921,5578249.63718,581.24271,581.24632,0.00000
935.94492,353471.50407,5578249.87812,581.18778,581.19235,0.00000
937.94481,353469.51877,5578250.11768,581.14669,581.14207,0.00000
939.94469,353467.53330,5578250.35574,581.08809,581.09132,0.00000
941.94457,353465.54765,5578250.59218,581.04366,581.03934,0.00000
943.94445,353463.56180,5578250.82685,580.98533,580.98422,0.00000
945.94434,353461.57572,5578251.05964,580.92539,580.92694,0.00000
947.94422,353459.58940,5578251.29041,580.87008,580.87069,0.00000
949.94410,353457.60283,5578251.51904,580.81502,580.81654,0.00000
951.94398,353455.61599,5578251.74539,580.76329,580.76484,0.00000
953.94387,353453.62886,5578251.96934,580.71612,580.71434,0.00000
955.94375,353451.64142,5578252.19076,580.66452,580.66221,0.00000
957.94363,353449.65366,5578252.40952,580.60404,580.61062,0.00000
959.94351,353447.66556,5578252.62549,580.56144,580.56639,0.00000
961.94340,353445.67710,5578252.83854,580.52898,580.53057,0.00000
963.94328,353443.68827,5578253.04855,580.49955,580.49879,0.00000
965.94316,353441.69905,5578253.25538,580.46568,580.46894,0.00000
967.94304,353439.70942,5578253.45890,580.44173,580.44249,0.00000
969.94292,353437.71937,5578253.65899,580.41518,580.42090,0.00000
971.94281,353435.72887,5578253.85552,580.40703,580.40339,0.00000
973.94269,353433.73792,5578254.04835,580.38494,580.38523,0.00000
975.94257,353431.74649,5578254.23737,580.36831,580.36332,0.00000
977.94245,353429.75457,5578254.42244,580.33793,580.33679,0.00000
979.94234,353427.76214,5578254.60342,580.30058,580.31273,0.00000
981.94222,353425.76918,5578254.78021,580.29922,580.29888,0.00000
983.94210,353423.77568,5578254.95265,580.29104,580.29018,0.00000
985.94198,353421.78161,5578255.12063,580.28139,580.28116,0.00000
987.94187,353419.78697,5578255.28402,580.27041,580.27292,0.00000
989.94175,353417.79174,5578255.44268,580.26424,580.26903,0.00000
991.94163,353415.79589,5578255.59650,580.27233,580.26927,0.00000
993.94151,353413.79942,5578255.74501,580.26920,580.26892,0.00000
995.94139,353411.80232,5578255.88075,580.26807,580.26658,0.00000
997.94128,353409.80460,5578255.98942,580.25993,580.26433,0.00000
999.94116,353407.80628,5578256.05646,580.26893,580.26172,0.00000
1001.94104,353405.80736,5578256.06729,580.25633,580.25339,0.00000
1003.94092,353403.80843,5578256.01042,580.23589,580.24162,0.00000
1005.94081,353401.81164,5578255.88327,580.23551,580.23147,0.00000
1007.94069,353399.81945,5578255.68489,580.21900,580.22101,0.00000
1009.94057,353397.83455,5578255.41383,580.21296,580.20848,0.00000
1011.94045,353395.86282,5578255.06221,580.19300,580.19149,0.00000
1013.94034,353393.91237,5578254.61759,580.17429,580.16752,0.00000
1015.94022,353391.99106,5578254.06824,580.13827,580.13383,0.00000
1017.94010,353390.09953,5578253.42115,580.09547,580.08942,0.00000
1019.93998,353388.23107,5578252.70256,580.03973,580.03408,0.00000
1021.93986,353386.37860,5578251.93961,579.97078,579.96979,0.00000
1023.93975,353384.53611,5578251.15487,579.90217,579.90098,0.00000
1025.93963,353382.70130,5578250.35495,579.82987,579.83072,0.00000
1027.93951,353380.87268,5578249.54290,579.76073,579.76084,0.00000
1029.93939,353379.04877,5578248.72178,579.68978,579.69276,0.00000
1031.93928,353377.22808,5578247.89464,579.62870,579.62634,0.00000
1033.93916,353375.40913,5578247.06456,579.55986,579.55945,0.00000
1035.93904,353373.59043,5578246.23458,579.48673,579.49494,0.00000
1037.93892,353371.77051,5578245.40776,579.44027,579.43528,0.00000
1039.93881,353369.94787,5578244.58716,579.37478,579.37514,0.00000
1041.93869,353368.12103,5578243.77583,579.31380,579.31315,0.00000
1043.93857,353366.28851,5578242.97685,579.24889,579.25154,0.00000
1045.93845,353364.44883,5578242.19325,579.19410,579.19054,0.00000
1047.93833,353362.60049,5578241.42811,579.12588,579.12894,0.00000
1049.93822,353360.74202,5578240.68449,579.06936,579.06846,0.00000
1051.93810,353358.87206,5578239.96672,579.00503,579.01133,0.00000
1053.93798,353356.98950,5578239.28198,578.96191,578.95795,0.00000
1055.93786,353355.09330,5578238.63781,578.90254,578.90499,0.00000
1057.93775,353353.18239,5578238.04175,578.85389,578.85120,0.00000
1059.93763,353351.25570,5578237.50133,578.79771,578.79535,0.00000
1061.93751,353349.31219,5578237.02411,578.73005,578.74184,0.00000
1063.93739,353347.35105,5578236.61751,578.69853,578.69675,0.00000
1065.93728,353345.37431,5578236.28781,578.65871,578.65335,0.00000
1067.93716,353343.38580,5578236.04055,578.60184,578.60731,0.00000
1069.93704,353341.38938,5578235.88124,578.56452,578.56250,0.00000
1071.93692,353339.38888,5578235.81541,578.51918,578.51734,0.00000
1073.93680,353337.38800,5578235.84595,578.46968,578.47047,0.00000
1075.93669,353335.38983,5578235.96621,578.42035,578.42575,0.00000
1077.93657,353333.39733,5578236.16737,578.38824,578.38468,0.00000
1079.93645,353331.41347,5578236.44065,578.34218,578.34392,0.00000
1081.93633,353329.44094,5578236.77873,578.30286,578.30491,0.00000
1083.93622,353327.48135,5578237.18098,578.26232,578.27309,0.00000
1085.93610,353325.53600,5578237.64867,578.25869,578.24740,0.00000
1087.93598,353323.60617,5578238.18304,578.21081,578.22224,0.00000
1089.93586,353321.69412,5578238.78566,578.20237,578.20304,0.00000
1091.93575,353319.80472,5578239.45886,578.18942,578.19000,0.00000
1093.93563,353317.94327,5578240.20509,578.17570,578.18100,0.00000
1095.93551,353316.11504,5578241.02682,578.17758,578.17623,0.00000
1097.93539,353314.32535,5578241.92651,578.17588,578.17040,0.00000
1099.93528,353312.57942,5578242.90655,578.15666,578.16116,0.00000
1101.93516,353310.88034,5578243.96567,578.15488,578.15209,0.00000
1103.93504,353309.22781,5578245.09699,578.14103,578.14356,0.00000
1105.93492,353307.62129,5578246.29319,578.13660,578.13527,0.00000
1107.93480,353306.06021,5578247.54692,578.13039,578.12458,0.00000
1109.93469,353304.54300,5578248.85049,578.10213,578.11334,0.00000
1111.93457,353303.06222,5578250.19413,578.11100,578.10855,0.00000
1113.93445,353301.60830,5578251.56732,578.10472,578.10859,0.00000
1115.93433,353300.17168,5578252.95955,578.11121,578.11153,0.00000
1117.93422,353298.74278,5578254.36029,578.11902,578.11433,0.00000
1119.93410,353297.31202,5578255.75903,578.11185,578.11505,0.00000
1121.93398,353295.86991,5578257.14530,578.11309,578.11927,0.00000
1123.93386,353294.41149,5578258.51369,578.13225,578.12852,0.00000
1125.93375,353292.94010,5578259.86789,578.13929,578.13641,0.00000
1127.93363,353291.45993,5578261.21256,578.13725,578.14234,0.00000
1129.93351,353289.97518,5578262.55234,578.15392,578.14926,0.00000
1131.93339,353288.49003,5578263.89188,578.15255,578.15553,0.00000
1133.93327,353287.00869,5578265.23581,578.16401,578.16123,0.00000
1135.93316,353285.53532,5578266.58877,578.16502,578.16541,0.00000
1137.93304,353284.07315,5578267.95412,578.17204,578.16521,0.00000
1139.93292,353282.62380,5578269.33320,578.16088,578.15700,0.00000
1141.93280,353281.18880,5578270.72715,578.14025,578.14284,0.00000
1143.93269,353279.76962,5578272.13710,578.13201,578.12608,0.00000
1145.93257,353278.36779,5578273.56422,578.10326,578.10636,0.00000
1147.93245,353276.98479,5578275.00963,578.08744,578.08627,0.00000
1149.93233,353275.62212,5578276.47448,578.06521,578.06667,0.00000
1151.93222,353274.28145,5578277.95999,578.05138,578.04526,0.00000
1153.93210,353272.96657,5578279.46844,578.01663,578.02101,0.00000
1155.93198,353271.68293,5578281.00291,577.99755,577.99792,0.00000
1157.93186,353270.43599,5578282.56651,577.97860,577.97540,0.00000
1159.93174,353269.23093,5578284.16213,577.95067,577.95010,0.00000
1161.93163,353268.06644,5578285.78796,577.92261,577.92366,0.00000
1163.93151,353266.93495,5578287.43767,577.89354,577.90183,0.00000
1165.93139,353265.82861,5578289.10473,577.88800,577.88827,0.00000
1167.93127,353264.74154,5578290.78408,577.87949,577.87951,0.00000
1169.93116,353263.67553,5578292.47640,577.86715,577.87527,0.00000
1171.93104,353262.63423,5578294.18377,577.87865,577.87814,0.00000
1173.93092,353261.62130,5578295.90825,577.88588,577.88329,0.00000
1175.93080,353260.63985,5578297.65124,577.88570,577.88684,0.00000
1177.93069,353259.69208,5578299.41292,577.88950,577.89111,0.00000
1179.93057,353258.78009,5578301.19333,577.89528,577.89918,0.00000
1181.93045,353257.90592,5578302.99251,577.91188,577.91108,0.00000
1183.93033,353257.06942,5578304.80953,577.92684,577.92219,0.00000
1185.93021,353256.26731,5578306.64208,577.92666,577.93125,0.00000
1187.93010,353255.49607,5578308.48776,577.94016,577.94350,0.00000
1189.92998,353254.75217,5578310.34418,577.96435,577.95745,0.00000
1191.92986,353254.03176,5578312.20919,577.96725,577.96698,0.00000
1193.92974,353253.33037,5578314.08112,577.97096,577.97427,0.00000
1195.92963,353252.64345,5578315.95839,577.98784,577.98062,0.00000
1197.92951,353251.96646,5578317.83939,577.98157,577.98229,0.00000
1199.92939,353251.29484,5578319.72251,577.98101,577.98140,0.00000
1201.92927,353250.62406,5578321.60617,577.98149,577.98039,0.00000
1203.92916,353249.94958,5578323.48875,577.97783,577.97922,0.00000
1205.92904,353249.26683,5578325.36865,577.97935,577.97768,0.00000
1207.92892,353248.57129,5578327.24428,577.97832,577.97229,0.00000
1209.92880,353247.85840,5578329.11404,577.96048,577.96144,0.00000
1211.92868,353247.12363,5578330.97632,577.94464,577.95167,0.00000
1213.92857,353246.36242,5578332.82951,577.95075,577.94695,0.00000
1215.92845,353245.57052,5578334.67133,577.94001,577.94413,0.00000
1217.92833,353244.74418,5578336.49833,577.94460,577.94279,0.00000
1219.92821,353243.87966,5578338.30696,577.94131,577.94178,0.00000
1221.92810,353242.97327,5578340.09366,577.94079,577.94044,0.00000
1223.92798,353242.02128,5578341.85486,577.93842,577.93937,0.00000
1225.92786,353241.01999,5578343.58701,577.93897,577.93888,0.00000
1227.92774,353239.96566,5578345.28654,577.93993,577.93756,0.00000
1229.92763,353238.85486,5578346.94999,577.93445,577.93420,0.00000
1231.92751,353237.68733,5578348.57504,577.92670,577.93198,0.00000
1233.92739,353236.46504,5578350.16011,577.93489,577.93420,0.00000
1235.92727,353235.18996,5578351.70366,577.93716,577.93995,0.00000
1237.92716,353233.86407,5578353.20414,577.94598,577.94978,0.00000
1239.92704,353232.48883,5578354.65935,577.96743,577.96210,0.00000
1241.92692,353231.06509,5578356.06632,577.96903,577.97386,0.00000
1243.92680,353229.59368,5578357.42205,577.98749,577.98739,0.00000
1245.92668,353228.07549,5578358.72368,578.00515,578.00125,0.00000
1247.92657,353226.51504,5578359.97404,578.00917,578.01399,0.00000
1249.92645,353224.92143,5578361.18327,578.02997,578.02852,0.00000
1251.92633,353223.30409,5578362.36200,578.04420,578.04323,0.00000
1253.92621,353221.67242,5578363.52083,578.05811,578.05476,0.00000
1255.92610,353220.03314,5578364.66744,578.06470,578.06148,0.00000
1257.92598,353218.38748,5578365.80359,578.05933,578.06722,0.00000
1259.92586,353216.73605,5578366.93033,578.08021,578.07653,0.00000
1261.92574,353215.07945,5578368.04871,578.08800,578.08455,0.00000
1263.92563,353213.41825,5578369.15977,578.08714,578.08848,0.00000
1265.92551,353211.75306,5578370.26456,578.09345,578.09047,0.00000
1267.92539,353210.08446,5578371.36413,578.08827,578.09159,0.00000
1269.92527,353208.41306,5578372.45952,578.09655,578.09222,0.00000
1271.92515,353206.73943,5578373.55177,578.09104,578.08925,0.00000
1273.92504,353205.06418,5578374.64194,578.08441,578.08132,0.00000
1275.92492,353203.38790,5578375.73107,578.06802,578.07066,0.00000
1277.92480,353201.71118,5578376.82021,578.06135,578.06022,0.00000
1279.92468,353200.03460,5578377.91040,578.05068,578.04928,0.00000
1281.92457,353198.35877,5578379.00269,578.03573,578.03738,0.00000
1283.92445,353196.68428,5578380.09812,578.02698,578.02562,0.00000
1285.92433,353195.01172,5578381.19775,578.01311,578.01391,0.00000
1287.92421,353193.34168,5578382.30261,578.00063,578.00337,0.00000
1289.92410,353191.67475,5578383.41376,577.99911,577.99367,0.00000
1291.92398,353190.01154,5578384.53225,577.97389,577.98524,0.00000
1293.92386,353188.35510,5578385.66173,577.99100,577.97905,0.00000
1295.92374,353186.71420,5578386.81192,577.96604,577.96860,0.00000
1297.92362,353185.09842,5578387.99338,577.95231,577.95741,0.00000
1299.92351,353183.51735,5578389.21668,577.95507,577.94782,0.00000
1301.92339,353181.98056,5578390.49239,577.93585,577.93286,0.00000
1303.92327,353180.49639,5578391.82951,577.91033,577.91268,0.00000
1305.92315,353179.06268,5578393.22385,577.89600,577.89002,0.00000
1307.92304,353177.67198,5578394.66456,577.86153,577.86336,0.00000
1309.92292,353176.31777,5578396.14154,577.83929,577.83264,0.00000
1311.92280,353175.00743,5578397.65620,577.79347,577.79891,0.00000
1313.92268,353173.75904,5578399.21876,577.76791,577.76579,0.00000
1315.92257,353172.59081,5578400.83956,577.73556,577.73120,0.00000
1317.92245,353171.51042,5578402.52129,577.68874,577.69480,0.00000
1319.92233,353170.50857,5578404.25435,577.66194,577.66141,0.00000
1321.92221,353169.57442,5578406.02802,577.63100,577.62973,0.00000
1323.92209,353168.69715,5578407.83155,577.59619,577.59739,0.00000
1325.92198,353167.86752,5578409.65551,577.56696,577.56387,0.00000
1327.92186,353167.08551,5578411.49781,577.52910,577.52779,0.00000
1329.92174,353166.35436,5578413.35898,577.48516,577.49297,0.00000
1331.92162,353165.67734,5578415.23956,577.46372,577.46549,0.00000
1333.92151,353165.05629,5578417.13956,577.44299,577.44398,0.00000
1335.92139,353164.48726,5578419.05679,577.42381,577.42529,0.00000
1337.92127,353163.96479,5578420.98851,577.40925,577.40702,0.00000
1339.92115,353163.48343,5578422.93196,577.39154,577.38361,0.00000
1341.92104,353163.03764,5578424.88442,577.35155,577.35154,0.00000
1343.92092,353162.61979,5578426.84325,577.31851,577.31284,0.00000
1345.92080,353162.21993,5578428.80596,577.26696,577.26953,0.00000
1347.92068,353161.82802,5578430.77007,577.22791,577.22413,0.00000
1349.92056,353161.43400,5578432.73309,577.17502,577.17748,0.00000
1351.92045,353161.02782,5578434.69253,577.13074,577.13198,0.00000
1353.92033,353160.59944,5578436.64592,577.08877,577.08791,0.00000
1355.92021,353160.13879,5578438.59075,577.04685,577.04197,0.00000
1357.92009,353159.63583,5578440.52456,576.98566,576.99607,0.00000
1359.91998,353159.08050,5578442.44485,576.95910,576.95611,0.00000
1361.91986,353158.46282,5578444.34908,576.91604,576.92020,0.00000
1363.91974,353157.77507,5578446.23244,576.88786,576.88725,0.00000
1365.91962,353157.01228,5578448.08747,576.85247,576.85880,0.00000
1367.91951,353156.16963,5578449.90652,576.83491,576.83750,0.00000
1369.91939,353155.24229,5578451.68194,576.82077,576.82317,0.00000
1371.91927,353154.22550,5578453.40613,576.80911,576.81571,0.00000
1373.91915,353153.11842,5578455.07372,576.81741,576.81445,0.00000
1375.91904,353151.92744,5578456.68353,576.81136,576.81628,0.00000
